Age,Gender,"Location (country, city)","Educational level (e.g., undergraduate, graduate)","Stream(MEDIICAL,ENGINEERING,DESIGNING,etc.)",Reading frequency ,Average Reading Duration (minutes),"Types of content (e.g., textbooks, research papers, fiction, technical articles)","Reading preferences (e-books, PDFs, web articles)"
39,Male,,Professional Level,Electrical Engineering,DAILY,60,Technical Articles,
28,Female,,Master's Level,Mechanical Engineering,MONTHLY,30,Research Papers,
43,Male,,Professional Level,Nursing,DAILY,90,Textbooks,
18,Male,,Undergraduate/Graduate Level,Computer Science/Engineering,WEEKLY,15,Technical Articles,
44,Female,,Professional Level,Medicine,DAILY,30,Research Papers,
55,Male,,Professional Level,Civil Engineering,WEEKLY,60,Technical Articles,
36,Female,,Professional Level,Architecture,MONTHLY,45,Textbooks,
52,Female,,Professional Level,Software Engineering,DAILY,60,Research Papers,
40,Male,,Professional Level,Electrical Engineering,WEEKLY,30,Technical Articles,
29,Male,,Master's Level,Legal Studies,DAILY,15,Research Papers,
56,Female,,Professional Level,Mechanical Engineering,MONTHLY,45,Textbooks,
32,Male,,Master's Level,Chemical Engineering,DAILY,60,Research Papers,
20,Female,,Undergraduate/Graduate Level,Civil Engineering,WEEKLY,30,Technical Articles,
57,Female,,Professional Level,Computer Science/Engineering,MONTHLY,90,Textbooks,
33,Male,,Master's Level,Medicine,DAILY,15,Technical Articles,
48,Female,,Professional Level,Electrical Engineering,MONTHLY,30,Research Papers,
25,Male,,Master's Level,Software Engineering,DAILY,60,Technical Articles,
38,Female,,Professional Level,Mechanical Engineering,WEEKLY,45,Textbooks,
21,Male,,Undergraduate/Graduate Level,Interior Design,MONTHLY,60,Research Papers,
42,Female,,Professional Level,Legal Studies,WEEKLY,30,Technical Articles,
23,Male,,Undergraduate/Graduate Level,Civil Engineering,DAILY,15,Textbooks,
49,Female,,Professional Level,Nursing,DAILY,45,Technical Articles,
27,Male,,Master's Level,Chemical Engineering,WEEKLY,60,Research Papers,
53,Female,,Professional Level,Medicine,MONTHLY,30,Fiction Novels,
41,Female,,Professional Level,Computer Science/Engineering,DAILY,90,Textbooks,
24,Male,,Undergraduate/Graduate Level,Electrical Engineering,WEEKLY,15,Technical Articles,
31,Male,,Master's Level,Mechanical Engineering,DAILY,30,News Articles,
45,Female,,Professional Level,Software Engineering,MONTHLY,60,Textbooks,
37,Female,,Professional Level,Civil Engineering,WEEKLY,45,Research Papers,
50,Male,,Professional Level,Legal Studies,DAILY,60,Technical Articles,
30,Male,,Master's Level,Mechanical Engineering,MONTHLY,30,Blogs,
22,Female,,Undergraduate/Graduate Level,Chemical Engineering,DAILY,15,Textbooks,
54,Male,,Professional Level,Electrical Engineering,WEEKLY,45,Technical Articles,
26,Female,,Master's Level,Medicine,MONTHLY,60,Textbooks,
56,Female,,Professional Level,Software Engineering,DAILY,30,Technical Articles,
19,Male,,Undergraduate/Graduate Level,Civil Engineering,WEEKLY,90,Research Papers,
35,Male,,Professional Level,Computer Science/Engineering,DAILY,15,Textbooks,
52,Female,,Professional Level,Nursing,WEEKLY,30,Technical Articles,
28,Male,,Master's Level,Mechanical Engineering,MONTHLY,60,Research Papers,
58,Female,,Professional Level,Legal Studies,MONTHLY,45,Technical Articles,
46,Male,,Professional Level,Electrical Engineering,DAILY,15,Textbooks,
36,Female,,Professional Level,Civil Engineering,DAILY,30,Research Papers,
55,Male,,Professional Level,Architecture,WEEKLY,60,Technical Articles,
47,Female,,Professional Level,Chemical Engineering,MONTHLY,45,Research Papers,
33,Female,,Master's Level,Computer Science/Engineering,DAILY,90,Textbooks,
57,Male,,Professional Level,Medicine,WEEKLY,60,Research Papers,
40,Female,,Professional Level,Software Engineering,DAILY,30,Technical Articles,
21,Male,,Undergraduate/Graduate Level,Mechanical Engineering,MONTHLY,45,Textbooks,
49,Female,,Professional Level,Electrical Engineering,WEEKLY,15,Technical Articles,
32,Male,,Master's Level,Legal Studies,DAILY,60,Research Papers,
51,Female,,Professional Level,Civil Engineering,MONTHLY,45,Technical Articles,
39,Male,,Professional Level,Nursing,DAILY,30,Textbooks,
25,Female,,Master's Level,Chemical Engineering,WEEKLY,60,Research Papers,
54,Male,,Professional Level,Mechanical Engineering,MONTHLY,45,Technical Articles,
27,Female,,Master's Level,Computer Science/Engineering,DAILY,15,Fiction Novels,
38,Male,,Professional Level,Medicine,WEEKLY,90,Textbooks,
22,Female,,Undergraduate/Graduate Level,Software Engineering,DAILY,30,Technical Articles,
48,Male,,Professional Level,Civil Engineering,MONTHLY,60,News Articles,
30,Female,,Master's Level,Electrical Engineering,DAILY,45,Textbooks,
41,Female,,Professional Level,Legal Studies,MONTHLY,15,Research Papers,
34,Male,,Master's Level,Architecture,WEEKLY,30,Technical Articles,
23,Male,,Undergraduate/Graduate Level,Computer Science/Engineering,DAILY,60,Blogs,
31,Female,,Master's Level,Mechanical Engineering,WEEKLY,45,Textbooks,
56,Male,,Professional Level,Chemical Engineering,DAILY,90,Technical Articles,
45,Female,,Professional Level,Civil Engineering,DAILY,60,Textbooks,
55,Male,,Professional Level,Medicine,WEEKLY,30,Technical Articles,
19,Female,,Undergraduate/Graduate Level,Software Engineering,MONTHLY,45,Research Papers,
53,Male,,Professional Level,Electrical Engineering,DAILY,15,Textbooks,
28,Female,,Master's Level,Legal Studies,MONTHLY,60,Technical Articles,
50,Male,,Professional Level,Mechanical Engineering,DAILY,45,Research Papers,
36,Female,,Professional Level,Computer Science/Engineering,WEEKLY,30,Technical Articles,
26,Male,,Master's Level,Civil Engineering,DAILY,60,Textbooks,
52,Female,,Professional Level,Nursing,MONTHLY,15,Research Papers,
47,Male,,Professional Level,Chemical Engineering,WEEKLY,30,Technical Articles,
37,Female,,Professional Level,Electrical Engineering,MONTHLY,90,Research Papers,
44,Male,,Professional Level,Medicine,DAILY,45,Textbooks,
58,Female,,Professional Level,Software Engineering,DAILY,60,Research Papers,
24,Male,,Undergraduate/Graduate Level,Legal Studies,WEEKLY,30,Technical Articles,
32,Female,,Master's Level,Mechanical Engineering,MONTHLY,15,Textbooks,
57,Male,,Professional Level,Civil Engineering,WEEKLY,45,Technical Articles,
20,Female,,Undergraduate/Graduate Level,Computer Science/Engineering,DAILY,60,Research Papers,
39,Male,,Professional Level,Architecture,MONTHLY,30,Technical Articles,
25,Female,,Master's Level,Electrical Engineering,WEEKLY,90,Textbooks,
51,Male,,Professional Level,Chemical Engineering,DAILY,15,Research Papers,
33,Female,,Master's Level,Medicine,MONTHLY,30,Technical Articles,
42,Male,,Professional Level,Software Engineering,WEEKLY,60,Fiction Novels,
54,Female,,Professional Level,Civil Engineering,DAILY,45,Textbooks,
29,Male,,Master's Level,Legal Studies,WEEKLY,60,Technical Articles,
46,Female,,Professional Level,Mechanical Engineering,DAILY,30,News Articles,
22,Male,,Undergraduate/Graduate Level,Electrical Engineering,MONTHLY,15,Textbooks,
35,Female,,Professional Level,Nursing,WEEKLY,45,Research Papers,
48,Male,,Professional Level,Computer Science/Engineering,DAILY,60,Technical Articles,
27,Female,,Master's Level,Medicine,MONTHLY,30,Blogs,
38,Male,,Professional Level,Chemical Engineering,WEEKLY,90,Textbooks,
21,Female,,Undergraduate/Graduate Level,Civil Engineering,DAILY,15,Technical Articles,
40,Male,,Professional Level,Software Engineering,WEEKLY,30,Textbooks,
23,Female,,Undergraduate/Graduate Level,Chemical Engineering,MONTHLY,60,Technical Articles,
50,Male,,Professional Level,Civil Engineering,DAILY,45,Research Papers,
31,Female,,Master's Level,Computer Science/Engineering,WEEKLY,15,Textbooks,
56,Male,,Professional Level,Legal Studies,DAILY,30,Technical Articles,
37,Female,,Professional Level,Mechanical Engineering,MONTHLY,60,Research Papers,
49,Male,,Professional Level,Software Engineering,DAILY,45,Technical Articles,
26,Female,,Master's Level,Electrical Engineering,MONTHLY,90,Textbooks,
41,Male,,Professional Level,Medicine,WEEKLY,60,Research Papers,
55,Female,,Professional Level,Mechanical Engineering,DAILY,30,Technical Articles,
30,Male,,Master's Level,Computer Science/Engineering,WEEKLY,45,Research Papers,
52,Female,,Professional Level,Architecture,MONTHLY,15,Textbooks,
18,Male,,Undergraduate/Graduate Level,Civil Engineering,DAILY,60,Research Papers,
53,Female,,Professional Level,Electrical Engineering,WEEKLY,45,Technical Articles,
34,Male,,Master's Level,Interior Design,MONTHLY,30,Textbooks,
24,Female,,Undergraduate/Graduate Level,Software Engineering,DAILY,60,Technical Articles,
45,Male,,Professional Level,Nursing,DAILY,45,Research Papers,
28,Female,,Master's Level,Chemical Engineering,WEEKLY,15,Technical Articles,
43,Male,,Professional Level,Electrical Engineering,MONTHLY,90,Textbooks,
57,Female,,Professional Level,Mechanical Engineering,WEEKLY,30,Research Papers,
32,Male,,Master's Level,Medicine,DAILY,60,Technical Articles,
46,Female,,Professional Level,Legal Studies,MONTHLY,45,Textbooks,
25,Male,,Master's Level,Civil Engineering,WEEKLY,15,Technical Articles,
54,Female,,Professional Level,Software Engineering,DAILY,30,Research Papers,
22,Male,,Undergraduate/Graduate Level,Computer Science/Engineering,WEEKLY,60,Technical Articles,
51,Female,,Professional Level,Mechanical Engineering,MONTHLY,45,Textbooks,
36,Male,,Professional Level,Electrical Engineering,DAILY,90,Research Papers,
47,Female,,Professional Level,Chemical Engineering,MONTHLY,60,Technical Articles,
29,Male,,Master's Level,Civil Engineering,DAILY,30,Textbooks,
38,Female,,Professional Level,Computer Science/Engineering,WEEKLY,45,Technical Articles,
20,Male,,Undergraduate/Graduate Level,Legal Studies,MONTHLY,15,Research Papers,
39,Female,,Professional Level,Mechanical Engineering,WEEKLY,60,Fiction Novels,
56,Male,,Professional Level,Software Engineering,DAILY,45,Textbooks,
31,Female,,Master's Level,Medicine,DAILY,30,Technical Articles,
58,Male,,Professional Level,Electrical Engineering,WEEKLY,60,News Articles,
33,Female,,Master's Level,Civil Engineering,MONTHLY,15,Textbooks,
42,Male,,Professional Level,Nursing,MONTHLY,30,Research Papers,
19,Female,,Undergraduate/Graduate Level,Chemical Engineering,DAILY,90,Technical Articles,
53,Male,,Professional Level,Architecture,WEEKLY,45,Blogs,
27,Female,,Master's Level,Mechanical Engineering,DAILY,60,Textbooks,
45,Male,,Professional Level,Computer Science/Engineering,WEEKLY,30,Technical Articles,
34,Female,,Master's Level,Electrical Engineering,MONTHLY,15,Textbooks,
55,Male,,Professional Level,Legal Studies,DAILY,45,Technical Articles,
24,Female,,Undergraduate/Graduate Level,Software Engineering,WEEKLY,60,Research Papers,
48,Male,,Professional Level,Civil Engineering,DAILY,30,Textbooks,
21,Female,,Undergraduate/Graduate Level,Chemical Engineering,MONTHLY,90,Technical Articles,
44,Male,,Professional Level,Medicine,WEEKLY,15,Research Papers,
37,Female,,Professional Level,Mechanical Engineering,DAILY,30,Technical Articles,
50,Male,,Professional Level,Electrical Engineering,MONTHLY,60,Textbooks,
28,Female,,Master's Level,Computer Science/Engineering,DAILY,45,Research Papers,
54,Male,,Professional Level,Interior Design,WEEKLY,60,Technical Articles,
23,Female,,Undergraduate/Graduate Level,Civil Engineering,MONTHLY,30,Research Papers,
52,Male,,Professional Level,Legal Studies,DAILY,15,Textbooks,
30,Female,,Master's Level,Chemical Engineering,WEEKLY,45,Research Papers,
41,Male,,Professional Level,Software Engineering,DAILY,60,Technical Articles,
26,Female,,Master's Level,Mechanical Engineering,WEEKLY,30,Textbooks,
43,Male,,Professional Level,Electrical Engineering,MONTHLY,90,Technical Articles,
35,Female,,Professional Level,Medicine,MONTHLY,15,Research Papers,
49,Male,,Professional Level,Civil Engineering,DAILY,30,Technical Articles,
22,Female,,Undergraduate/Graduate Level,Computer Science/Engineering,DAILY,60,Textbooks,
57,Male,,Professional Level,Architecture,WEEKLY,45,Research Papers,
32,Female,,Master's Level,Mechanical Engineering,MONTHLY,60,Technical Articles,
40,Male,,Professional Level,Legal Studies,DAILY,30,Fiction Novels,
18,Female,,Undergraduate/Graduate Level,Software Engineering,WEEKLY,15,Textbooks,
38,Male,,Professional Level,Electrical Engineering,DAILY,45,Technical Articles,
47,Female,,Professional Level,Chemical Engineering,MONTHLY,60,News Articles,
25,Male,,Master's Level,Civil Engineering,WEEKLY,30,Textbooks,
51,Female,,Professional Level,Medicine,DAILY,90,Research Papers,
29,Male,,Master's Level,Computer Science/Engineering,MONTHLY,15,Technical Articles,
54,Female,,Professional Level,Nursing,WEEKLY,30,Blogs,
36,Male,,Professional Level,Mechanical Engineering,DAILY,60,Textbooks,
55,Female,,Professional Level,Electrical Engineering,WEEKLY,45,Research Papers,
27,Male,,Master's Level,Chemical Engineering,MONTHLY,60,Fiction Novels,
45,Female,,Professional Level,Legal Studies,DAILY,30,Technical Articles,
20,Male,,Undergraduate/Graduate Level,Civil Engineering,WEEKLY,15,News Articles,
46,Female,,Professional Level,Software Engineering,MONTHLY,45,Textbooks,
34,Male,,Master's Level,Medicine,DAILY,60,Technical Articles,
50,Female,,Professional Level,Computer Science/Engineering,DAILY,30,Research Papers,
33,Male,,Master's Level,Interior Design,WEEKLY,90,Fiction Novels,
57,Female,,Professional Level,Mechanical Engineering,MONTHLY,15,Technical Articles,
23,Male,,Undergraduate/Graduate Level,Civil Engineering,DAILY,30,Textbooks,
42,Female,,Professional Level,Electrical Engineering,WEEKLY,60,Technical Articles,
39,Male,,Professional Level,Architecture,DAILY,45,Research Papers,
56,Female,,Professional Level,Software Engineering,MONTHLY,15,Technical Articles,
31,Male,,Master's Level,Chemical Engineering,WEEKLY,30,Fiction Novels,
26,Female,,Master's Level,Computer Science/Engineering,DAILY,60,Textbooks,
43,Male,,Professional Level,Legal Studies,MONTHLY,45,Technical Articles,
21,Female,,Undergraduate/Graduate Level,Mechanical Engineering,DAILY,90,Research Papers,
52,Male,,Professional Level,Electrical Engineering,WEEKLY,60,Fiction Novels,
24,Female,,Undergraduate/Graduate Level,Medicine,MONTHLY,30,Technical Articles,
44,Male,,Professional Level,Civil Engineering,DAILY,45,Textbooks,
37,Female,,Professional Level,Nursing,WEEKLY,15,Technical Articles,
48,Male,,Professional Level,Chemical Engineering,DAILY,60,Research Papers,
28,Female,,Master's Level,Mechanical Engineering,MONTHLY,45,Technical Articles,
58,Male,,Professional Level,Software Engineering,DAILY,30,Fiction Novels,
35,Female,,Professional Level,Legal Studies,MONTHLY,60,Textbooks,
55,Male,,Professional Level,Electrical Engineering,WEEKLY,45,Technical Articles,
30,Female,,Master's Level,Civil Engineering,DAILY,15,Research Papers,
53,Male,,Professional Level,Computer Science/Engineering,WEEKLY,90,Fiction Novels,
32,Female,,Master's Level,Medicine,DAILY,30,Technical Articles,
47,Male,,Professional Level,Mechanical Engineering,MONTHLY,60,Textbooks,
25,Female,,Master's Level,Chemical Engineering,WEEKLY,45,Technical Articles,
54,Male,,Professional Level,Civil Engineering,DAILY,15,Research Papers,
19,Female,,Undergraduate/Graduate Level,Computer Science/Engineering,MONTHLY,30,Technical Articles,
40,Male,,Professional Level,Legal Studies,DAILY,60,Fiction Novels,
46,Female,,Professional Level,Mechanical Engineering,WEEKLY,45,Textbooks,
22,Male,,Undergraduate/Graduate Level,Software Engineering,MONTHLY,90,Technical Articles,
41,Female,,Professional Level,Electrical Engineering,DAILY,60,Research Papers,
34,Male,,Master's Level,Medicine,WEEKLY,30,Fiction Novels,
49,Female,,Professional Level,Mechanical Engineering,MONTHLY,45,Technical Articles,
36,Male,,Professional Level,Computer Science/Engineering,DAILY,15,Textbooks,
51,Female,,Professional Level,Architecture,MONTHLY,60,Technical Articles,
29,Male,,Master's Level,Civil Engineering,DAILY,45,Research Papers,
38,Female,,Professional Level,Electrical Engineering,WEEKLY,30,Technical Articles,
56,Male,,Professional Level,Interior Design,MONTHLY,60,Fiction Novels,
23,Female,,Undergraduate/Graduate Level,Software Engineering,WEEKLY,15,Textbooks,
42,Male,,Professional Level,Nursing,DAILY,30,Technical Articles,
57,Female,,Professional Level,Chemical Engineering,DAILY,90,Research Papers,
33,Male,,Master's Level,Electrical Engineering,WEEKLY,45,Fiction Novels,
50,Female,,Professional Level,Mechanical Engineering,MONTHLY,60,Technical Articles,
24,Male,,Undergraduate/Graduate Level,Medicine,MONTHLY,30,Textbooks,
31,Female,,Master's Level,Legal Studies,DAILY,15,Textbooks,
45,Male,,Professional Level,Civil Engineering,WEEKLY,45,Research Papers,
27,Female,,Master's Level,Software Engineering,DAILY,60,Fiction Novels,
52,Male,,Professional Level,Computer Science/Engineering,WEEKLY,30,Textbooks,
35,Female,,Professional Level,Mechanical Engineering,MONTHLY,90,Technical Articles,
58,Male,,Professional Level,Electrical Engineering,DAILY,15,Magazine Articles,
20,Female,,Undergraduate/Graduate Level,Chemical Engineering,WEEKLY,30,Blogs,
47,Male,,Professional Level,Civil Engineering,DAILY,60,Poetry,
28,Female,,Master's Level,Computer Science/Engineering,MONTHLY,45,Instruction Manual,
55,Male,,Professional Level,Legal Studies,WEEKLY,60,Textbooks,
39,Female,,Professional Level,Mechanical Engineering,DAILY,30,Research Papers,
26,Male,,Master's Level,Software Engineering,MONTHLY,15,News Articles,
